"","app_rate_g_cm2","application","body_weight_g","chemical","exp_duration","formulation","sample_id","soil_conc_ugg","soil_type","source","species","tissue_conc_ugg"
"318",4.43e-05,"Indirect",2.3422,"chloro",8,0,"LFCl8-6",0,"PLE","dag_dehydration","LF",100
"319",4.43e-05,"Indirect",2.8692,"chloro",8,0,"LFCl10-1",0,"PLE","dag_dehydration","LF",100
"320",4.43e-05,"Indirect",2.2261,"chloro",8,0,"LFCl10-2",0,"PLE","dag_dehydration","LF",100
"321",4.43e-05,"Indirect",3.3763,"chloro",8,0,"LFCl10-3",0,"PLE","dag_dehydration","LF",100
"322",4.43e-05,"Indirect",2.3394,"chloro",8,0,"LFCl10-4",0,"PLE","dag_dehydration","LF",100
"323",4.43e-05,"Indirect",2.4226,"chloro",8,0,"LFCl10-5",0,"PLE","dag_dehydration","LF",100
"324",4.43e-05,"Indirect",2.5262,"chloro",8,0,"LFCl10-6",0,"PLE","dag_dehydration","LF",100
"361",3.101e-05,"Indirect",1.6635,"metol",8,0,"LFM0-1",0,"PLE","dag_dehydration","LF",4.267677087
"362",3.101e-05,"Indirect",2.0778,"metol",8,0,"LFM0-2",0,"PLE","dag_dehydration","LF",5.721956829
"363",3.101e-05,"Indirect",2.593,"metol",8,0,"LFM0-3",0,"PLE","dag_dehydration","LF",1.748897837
"364",3.101e-05,"Indirect",2.8358,"metol",8,0,"LFM0-4",0,"PLE","dag_dehydration","LF",0.806456941
"365",3.101e-05,"Indirect",1.8572,"metol",8,0,"LFM0-5",0,"PLE","dag_dehydration","LF",10.63925511
"366",3.101e-05,"Indirect",1.121,"metol",8,0,"LFM0-6",0,"PLE","dag_dehydration","LF",3.688639048
"367",3.101e-05,"Indirect",2.2456,"metol",8,0,"LFM2-1",0,"PLE","dag_dehydration","LF",1.640306185
"368",3.101e-05,"Indirect",2.4944,"metol",8,0,"LFM2-2",0,"PLE","dag_dehydration","LF",5.639864337
"369",3.101e-05,"Indirect",2.5987,"metol",8,0,"LFM2-3",0,"PLE","dag_dehydration","LF",0.985224834
"370",3.101e-05,"Indirect",2.0734,"metol",8,0,"LFM2-4",0,"PLE","dag_dehydration","LF",1.159396793
"371",3.101e-05,"Indirect",1.9886,"metol",8,0,"LFM2-5",0,"PLE","dag_dehydration","LF",2.57235133
"372",3.101e-05,"Indirect",2.7615,"metol",8,0,"LFM2-6",0,"PLE","dag_dehydration","LF",3.19002649
"373",3.101e-05,"Indirect",1.8156,"metol",8,0,"LFM4-1",0,"PLE","dag_dehydration","LF",2.3898984
"374",3.101e-05,"Indirect",3.0818,"metol",8,0,"LFM4-2",0,"PLE","dag_dehydration","LF",1.780858408
"375",3.101e-05,"Indirect",2.8691,"metol",8,0,"LFM4-3",0,"PLE","dag_dehydration","LF",1.08822026
"376",3.101e-05,"Indirect",2.2879,"metol",8,0,"LFM4-4",0,"PLE","dag_dehydration","LF",1.829340286
"377",3.101e-05,"Indirect",2.746,"metol",8,0,"LFM4-5",0,"PLE","dag_dehydration","LF",2.345929412
"378",3.101e-05,"Indirect",2.2357,"metol",8,0,"LFM4-6",0,"PLE","dag_dehydration","LF",5.291092536
"379",3.101e-05,"Indirect",2.9968,"metol",8,0,"LFM6-1",0,"PLE","dag_dehydration","LF",2.100173605
"380",3.101e-05,"Indirect",2.5795,"metol",8,0,"LFM6-2",0,"PLE","dag_dehydration","LF",1.114810193
"381",3.101e-05,"Indirect",2.5535,"metol",8,0,"LFM6-3",0,"PLE","dag_dehydration","LF",1.378698045
"382",3.101e-05,"Indirect",1.8,"metol",8,0,"LFM6-4",0,"PLE","dag_dehydration","LF",2.253704813
"383",3.101e-05,"Indirect",2.2348,"metol",8,0,"LFM6-5",0,"PLE","dag_dehydration","LF",5.376753972
"384",3.101e-05,"Indirect",1.7367,"metol",8,0,"LFM6-6",0,"PLE","dag_dehydration","LF",1.702141197
"385",3.101e-05,"Indirect",2.8781,"metol",8,0,"LFM8-1",0,"PLE","dag_dehydration","LF",1.181846159
"386",3.101e-05,"Indirect",3.0126,"metol",8,0,"LFM8-2",0,"PLE","dag_dehydration","LF",0.746445245
"387",3.101e-05,"Indirect",2.2216,"metol",8,0,"LFM8-3",0,"PLE","dag_dehydration","LF",6.060241405
"388",3.101e-05,"Indirect",2.076,"metol",8,0,"LFM8-4",0,"PLE","dag_dehydration","LF",3.979074337
"389",3.101e-05,"Indirect",1.7311,"metol",8,0,"LFM8-5",0,"PLE","dag_dehydration","LF",0.90171309
"390",3.101e-05,"Indirect",2.016,"metol",8,0,"LFM8-6",0,"PLE","dag_dehydration","LF",3.452448894
"3911",3.101e-05,"Indirect",2.0918,"metol",8,0,"LFM10-1",0,"PLE","dag_dehydration","LF",1.574839899
"3921",3.101e-05,"Indirect",1.8813,"metol",8,0,"LFM10-2",0,"PLE","dag_dehydration","LF",1.123669198
"3931",3.101e-05,"Indirect",2.2104,"metol",8,0,"LFM10-3",0,"PLE","dag_dehydration","LF",2.558654328
"3941",3.101e-05,"Indirect",3.201,"metol",8,0,"LFM10-4",0,"PLE","dag_dehydration","LF",1.949552248
"3951",3.101e-05,"Indirect",2.6894,"metol",8,0,"LFM10-5",0,"PLE","dag_dehydration","LF",2.179127319
"3961",3.101e-05,"Indirect",2.3257,"metol",8,0,"LFM10-6",0,"PLE","dag_dehydration","LF",1.130277738
"577",2.91e-06,"Indirect",2.2852,"tdn",8,0,"LFT0-1",0,"PLE","dag_dehydration","LF",0.930939899
"578",2.91e-06,"Indirect",2.0488,"tdn",8,0,"LFT0-2",0,"PLE","dag_dehydration","LF",1.471139657
"579",2.91e-06,"Indirect",1.764,"tdn",8,0,"LFT0-3",0,"PLE","dag_dehydration","LF",0.829340824
"580",2.91e-06,"Indirect",1.52467,"tdn",8,0,"LFT0-4",0,"PLE","dag_dehydration","LF",0.833541754
"581",2.91e-06,"Indirect",1.1919,"tdn",8,0,"LFT0-5",0,"PLE","dag_dehydration","LF",0.62294824
"582",2.91e-06,"Indirect",2.5988,"tdn",8,0,"LFT0-6",0,"PLE","dag_dehydration","LF",0.78432732
"583",2.91e-06,"Indirect",1.2971,"tdn",8,0,"LFT2-1",0,"PLE","dag_dehydration","LF",1.110827258
"584",2.91e-06,"Indirect",1.7873,"tdn",8,0,"LFT2-2",0,"PLE","dag_dehydration","LF",0.723150994
"585",2.91e-06,"Indirect",2.1663,"tdn",8,0,"LFT2-3",0,"PLE","dag_dehydration","LF",0.72766123
"586",2.91e-06,"Indirect",2.631,"tdn",8,0,"LFT2-4",0,"PLE","dag_dehydration","LF",0.680213893
"587",2.91e-06,"Indirect",1.7103,"tdn",8,0,"LFT2-5",0,"PLE","dag_dehydration","LF",1.064277918
"588",2.91e-06,"Indirect",1.8285,"tdn",8,0,"LFT2-6",0,"PLE","dag_dehydration","LF",0.368484816
"589",2.91e-06,"Indirect",1.5065,"tdn",8,0,"LFT4-1",0,"PLE","dag_dehydration","LF",0.635182857
"590",2.91e-06,"Indirect",1.5337,"tdn",8,0,"LFT4-2",0,"PLE","dag_dehydration","LF",0.572624649
"591",2.91e-06,"Indirect",1.842,"tdn",8,0,"LFT4-3",0,"PLE","dag_dehydration","LF",0.504992098
"592",2.91e-06,"Indirect",1.5188,"tdn",8,0,"LFT4-4",0,"PLE","dag_dehydration","LF",0.46549435
"593",2.91e-06,"Indirect",2.1926,"tdn",8,0,"LFT4-5",0,"PLE","dag_dehydration","LF",0.509286041
"594",2.91e-06,"Indirect",1.6119,"tdn",8,0,"LFT4-6",0,"PLE","dag_dehydration","LF",0.284854462
"595",2.91e-06,"Indirect",1.5704,"tdn",8,0,"LFT6-1",0,"PLE","dag_dehydration","LF",0.62355419
"596",2.91e-06,"Indirect",1.6677,"tdn",8,0,"LFT6-2",0,"PLE","dag_dehydration","LF",0.938534356
"597",2.91e-06,"Indirect",2.5715,"tdn",8,0,"LFT6-3",0,"PLE","dag_dehydration","LF",0.959499205
"598",2.91e-06,"Indirect",2.3475,"tdn",8,0,"LFT6-4",0,"PLE","dag_dehydration","LF",0.910419362
"599",2.91e-06,"Indirect",1.4964,"tdn",8,0,"LFT6-5",0,"PLE","dag_dehydration","LF",0.867963913
"600",2.91e-06,"Indirect",2.0291,"tdn",8,0,"LFT6-6",0,"PLE","dag_dehydration","LF",0.734727511
"601",2.91e-06,"Indirect",2.7226,"tdn",8,0,"LFT8-1",0,"PLE","dag_dehydration","LF",0.613327957
"602",2.91e-06,"Indirect",2.5539,"tdn",8,0,"LFT8-2",0,"PLE","dag_dehydration","LF",0.411175415
"603",2.91e-06,"Indirect",1.7762,"tdn",8,0,"LFT8-3",0,"PLE","dag_dehydration","LF",0.200725621
"604",2.91e-06,"Indirect",1.649,"tdn",8,0,"LFT8-4",0,"PLE","dag_dehydration","LF",0.284065308
"605",2.91e-06,"Indirect",1.0845,"tdn",8,0,"LFT8-5",0,"PLE","dag_dehydration","LF",1.106344271
"606",2.91e-06,"Indirect",1.7104,"tdn",8,0,"LFT8-6",0,"PLE","dag_dehydration","LF",0.710860385
"607",2.91e-06,"Indirect",0.9303,"tdn",8,0,"LFT10-1",0,"PLE","dag_dehydration","LF",0.41777656
"608",2.91e-06,"Indirect",1.3548,"tdn",8,0,"LFT10-2",0,"PLE","dag_dehydration","LF",0.60216825
"609",2.91e-06,"Indirect",1.9138,"tdn",8,0,"LFT10-3",0,"PLE","dag_dehydration","LF",0.560831784
"610",2.91e-06,"Indirect",2.1421,"tdn",8,0,"LFT10-4",0,"PLE","dag_dehydration","LF",0.687153909
"611",2.91e-06,"Indirect",1.5553,"tdn",8,0,"LFT10-5",0,"PLE","dag_dehydration","LF",0.654064226
"612",2.91e-06,"Indirect",1.4596,"tdn",8,0,"LFT10-6",0,"PLE","dag_dehydration","LF",0.489223561
"793",5.39e-06,"Indirect",1.2582,"imid",8,0,"LFI0-1",0,"PLE","dag_dehydration","LF",0.73148169
"794",5.39e-06,"Indirect",1.8819,"imid",8,0,"LFI0-2",0,"PLE","dag_dehydration","LF",1.058790605
"795",5.39e-06,"Indirect",1.0559,"imid",8,0,"LFI0-3",0,"PLE","dag_dehydration","LF",0.729321829
"796",5.39e-06,"Indirect",1.8364,"imid",8,0,"LFI0-4",0,"PLE","dag_dehydration","LF",0.813666458
"797",5.39e-06,"Indirect",1.0553,"imid",8,0,"LFI0-5",0,"PLE","dag_dehydration","LF",0.607467098
"798",5.39e-06,"Indirect",1.2669,"imid",8,0,"LFI0-6",0,"PLE","dag_dehydration","LF",0.588522987
"799",5.39e-06,"Indirect",1.3821,"imid",8,0,"LFI2-1",0,"PLE","dag_dehydration","LF",0.378511527
"800",5.39e-06,"Indirect",2.0607,"imid",8,0,"LFI2-2",0,"PLE","dag_dehydration","LF",0.515549221
"801",5.39e-06,"Indirect",2.613,"imid",8,0,"LFI2-3",0,"PLE","dag_dehydration","LF",0.247500973
"802",5.39e-06,"Indirect",1.1331,"imid",8,0,"LFI2-4",0,"PLE","dag_dehydration","LF",0.706206114
"803",5.39e-06,"Indirect",1.7318,"imid",8,0,"LFI2-5",0,"PLE","dag_dehydration","LF",0.245622417
"804",5.39e-06,"Indirect",1.3617,"imid",8,0,"LFI2-6",0,"PLE","dag_dehydration","LF",0.393655166
"805",5.39e-06,"Indirect",1.4804,"imid",8,0,"LFI4-1",0,"PLE","dag_dehydration","LF",0.326749679
"806",5.39e-06,"Indirect",2.2314,"imid",8,0,"LFI4-2",0,"PLE","dag_dehydration","LF",0.356860152
"807",5.39e-06,"Indirect",1.9358,"imid",8,0,"LFI4-3",0,"PLE","dag_dehydration","LF",1.073747665
"808",5.39e-06,"Indirect",1.5865,"imid",8,0,"LFI4-4",0,"PLE","dag_dehydration","LF",1.269010141
"809",5.39e-06,"Indirect",1.262,"imid",8,0,"LFI4-5",0,"PLE","dag_dehydration","LF",0.377722198
"810",5.39e-06,"Indirect",1.6033,"imid",8,0,"LFI4-6",0,"PLE","dag_dehydration","LF",0.55755347
"811",5.39e-06,"Indirect",2.912,"imid",8,0,"LFI6-1",0,"PLE","dag_dehydration","LF",0.10171172
"812",5.39e-06,"Indirect",1.7892,"imid",8,0,"LFI6-2",0,"PLE","dag_dehydration","LF",0.65112938
"813",5.39e-06,"Indirect",3.7094,"imid",8,0,"LFI6-3",0,"PLE","dag_dehydration","LF",0.476857989
"814",5.39e-06,"Indirect",3.1881,"imid",8,0,"LFI6-4",0,"PLE","dag_dehydration","LF",0.325613627
"815",5.39e-06,"Indirect",1.6021,"imid",8,0,"LFI6-5",0,"PLE","dag_dehydration","LF",0.246360764
"816",5.39e-06,"Indirect",1.8193,"imid",8,0,"LFI6-6",0,"PLE","dag_dehydration","LF",1.581594004
"817",5.39e-06,"Indirect",2.0296,"imid",8,0,"LFI8-1",0,"PLE","dag_dehydration","LF",0.692484167
"818",5.39e-06,"Indirect",1.7363,"imid",8,0,"LFI8-2",0,"PLE","dag_dehydration","LF",0.424924938
"819",5.39e-06,"Indirect",2.1186,"imid",8,0,"LFI8-3",0,"PLE","dag_dehydration","LF",0.5739569
"820",5.39e-06,"Indirect",1.6878,"imid",8,0,"LFI8-4",0,"PLE","dag_dehydration","LF",0.204579215
"821",5.39e-06,"Indirect",1.0083,"imid",8,0,"LFI8-5",0,"PLE","dag_dehydration","LF",0.484179759
"822",5.39e-06,"Indirect",1.8333,"imid",8,0,"LFI8-6",0,"PLE","dag_dehydration","LF",0.405938147
"823",5.39e-06,"Indirect",1.5084,"imid",8,0,"LFI10-1",0,"PLE","dag_dehydration","LF",0.405218407
"824",5.39e-06,"Indirect",1.5497,"imid",8,0,"LFI10-2",0,"PLE","dag_dehydration","LF",0.601787596
"825",5.39e-06,"Indirect",1.8833,"imid",8,0,"LFI10-3",0,"PLE","dag_dehydration","LF",0.501054316
"826",5.39e-06,"Indirect",1.4135,"imid",8,0,"LFI10-4",0,"PLE","dag_dehydration","LF",0.630482061
"827",5.39e-06,"Indirect",2.1209,"imid",8,0,"LFI10-5",0,"PLE","dag_dehydration","LF",0.338901353
"828",5.39e-06,"Indirect",2.1168,"imid",8,0,"LFI10-6",0,"PLE","dag_dehydration","LF",0.2421998
"865",2.395e-05,"Indirect",0.9129,"atrazine",8,0,"BAA0-1",0,"PLE","dag_dehydration","BA",5.570048564
"866",2.395e-05,"Indirect",0.7719,"atrazine",8,0,"BAA0-2",0,"PLE","dag_dehydration","BA",17.59483119
"867",2.395e-05,"Indirect",1.07,"atrazine",8,0,"BAA0-3",0,"PLE","dag_dehydration","BA",3.074205015
"868",2.395e-05,"Indirect",1.5079,"atrazine",8,0,"BAA0-4",0,"PLE","dag_dehydration","BA",15.89886245
"869",2.395e-05,"Indirect",0.9096,"atrazine",8,0,"BAA0-5",0,"PLE","dag_dehydration","BA",9.78279894
"870",2.395e-05,"Indirect",1.1548,"atrazine",8,0,"BAA2-1",0,"PLE","dag_dehydration","BA",10.23753505
"871",2.395e-05,"Indirect",0.9611,"atrazine",8,0,"BAA2-2",0,"PLE","dag_dehydration","BA",23.52791046
"872",2.395e-05,"Indirect",1.0618,"atrazine",8,0,"BAA2-3",0,"PLE","dag_dehydration","BA",9.934344481
"873",2.395e-05,"Indirect",0.9384,"atrazine",8,0,"BAA2-4",0,"PLE","dag_dehydration","BA",16.28574707
"874",2.395e-05,"Indirect",1.1748,"atrazine",8,0,"BAA2-5",0,"PLE","dag_dehydration","BA",13.26608122
"875",2.395e-05,"Indirect",1.1869,"atrazine",8,0,"BAA4-1",0,"PLE","dag_dehydration","BA",11.91207694
"876",2.395e-05,"Indirect",0.9488,"atrazine",8,0,"BAA4-2",0,"PLE","dag_dehydration","BA",8.377167028
"877",2.395e-05,"Indirect",1.1718,"atrazine",8,0,"BAA4-3",0,"PLE","dag_dehydration","BA",6.954592123
"878",2.395e-05,"Indirect",1.2243,"atrazine",8,0,"BAA4-4",0,"PLE","dag_dehydration","BA",16.17456476
"879",2.395e-05,"Indirect",1.1315,"atrazine",8,0,"BAA4-5",0,"PLE","dag_dehydration","BA",11.13571587
"880",2.395e-05,"Indirect",1.1552,"atrazine",8,0,"BAA6-1",0,"PLE","dag_dehydration","BA",2.757883195
"881",2.395e-05,"Indirect",1.2815,"atrazine",8,0,"BAA6-2",0,"PLE","dag_dehydration","BA",12.22026175
"882",2.395e-05,"Indirect",1.0089,"atrazine",8,0,"BAA6-3",0,"PLE","dag_dehydration","BA",11.20688617
"883",2.395e-05,"Indirect",1.2956,"atrazine",8,0,"BAA6-4",0,"PLE","dag_dehydration","BA",6.405223668
"884",2.395e-05,"Indirect",1.0139,"atrazine",8,0,"BAA6-5",0,"PLE","dag_dehydration","BA",3.694084956
"885",2.395e-05,"Indirect",1.0626,"atrazine",8,0,"BAA8-1",0,"PLE","dag_dehydration","BA",2.159341322
"886",2.395e-05,"Indirect",1.132,"atrazine",8,0,"BAA8-2",0,"PLE","dag_dehydration","BA",4.104816901
"887",2.395e-05,"Indirect",0.9895,"atrazine",8,0,"BAA8-3",0,"PLE","dag_dehydration","BA",3.707013001
"888",2.395e-05,"Indirect",1.1003,"atrazine",8,0,"BAA8-4",0,"PLE","dag_dehydration","BA",20.84894976
"889",2.395e-05,"Indirect",0.9161,"atrazine",8,0,"BAA8-5",0,"PLE","dag_dehydration","BA",2.737473998
"890",2.395e-05,"Indirect",1.2022,"atrazine",8,0,"BAA10-1",0,"PLE","dag_dehydration","BA",11.79072742
"891",2.395e-05,"Indirect",1.13031,"atrazine",8,0,"BAA10-2",0,"PLE","dag_dehydration","BA",2.638235074
"892",2.395e-05,"Indirect",1.0534,"atrazine",8,0,"BAA10-3",0,"PLE","dag_dehydration","BA",2.416921895
"893",2.395e-05,"Indirect",1.0954,"atrazine",8,0,"BAA10-4",0,"PLE","dag_dehydration","BA",3.137873235
"894",2.395e-05,"Indirect",1.1421,"atrazine",8,0,"BAA10-5",0,"PLE","dag_dehydration","BA",1.920017022
"1135",3.101e-05,"Indirect",0.7276,"metol",8,0,"BAM0-1",0,"PLE","dag_dehydration","BA",2.931282055
"1136",3.101e-05,"Indirect",0.8474,"metol",8,0,"BAM0-2",0,"PLE","dag_dehydration","BA",0.347103824
"1137",3.101e-05,"Indirect",0.8754,"metol",8,0,"BAM0-3",0,"PLE","dag_dehydration","BA",0.747111843
"1138",3.101e-05,"Indirect",0.8769,"metol",8,0,"BAM0-4",0,"PLE","dag_dehydration","BA",1.458126997
"1139",3.101e-05,"Indirect",1.1394,"metol",8,0,"BAM0-5",0,"PLE","dag_dehydration","BA",0.842005182
"1140",3.101e-05,"Indirect",0.8325,"metol",8,0,"BAM2-1",0,"PLE","dag_dehydration","BA",2.479837754
"1141",3.101e-05,"Indirect",0.9548,"metol",8,0,"BAM2-2",0,"PLE","dag_dehydration","BA",0.390457959
"1142",3.101e-05,"Indirect",1.0286,"metol",8,0,"BAM2-3",0,"PLE","dag_dehydration","BA",4.602085515
"1143",3.101e-05,"Indirect",1.0815,"metol",8,0,"BAM2-4",0,"PLE","dag_dehydration","BA",16.00337772
"1144",3.101e-05,"Indirect",0.9169,"metol",8,0,"BAM2-5",0,"PLE","dag_dehydration","BA",1.76131318
"1145",3.101e-05,"Indirect",0.7677,"metol",8,0,"BAM4-1",0,"PLE","dag_dehydration","BA",0.649917011
"1146",3.101e-05,"Indirect",0.7978,"metol",8,0,"BAM4-2",0,"PLE","dag_dehydration","BA",7.808781543
"1147",3.101e-05,"Indirect",0.8958,"metol",8,0,"BAM4-3",0,"PLE","dag_dehydration","BA",3.96665148
"1148",3.101e-05,"Indirect",1.0415,"metol",8,0,"BAM4-4",0,"PLE","dag_dehydration","BA",1.54276093
"1149",3.101e-05,"Indirect",0.8499,"metol",8,0,"BAM4-5",0,"PLE","dag_dehydration","BA",3.211494858
"1150",3.101e-05,"Indirect",0.9489,"metol",8,0,"BAM6-1",0,"PLE","dag_dehydration","BA",2.189307645
"1151",3.101e-05,"Indirect",1.0449,"metol",8,0,"BAM6-2",0,"PLE","dag_dehydration","BA",3.779128738
"1152",3.101e-05,"Indirect",1.095,"metol",8,0,"BAM6-3",0,"PLE","dag_dehydration","BA",1.181637111
"1153",3.101e-05,"Indirect",1.0956,"metol",8,0,"BAM6-4",0,"PLE","dag_dehydration","BA",2.372274856
"1154",3.101e-05,"Indirect",0.9067,"metol",8,0,"BAM6-5",0,"PLE","dag_dehydration","BA",1.347353954
"1155",3.101e-05,"Indirect",0.8966,"metol",8,0,"BAM8-1",0,"PLE","dag_dehydration","BA",3.302635326
"1156",3.101e-05,"Indirect",0.7619,"metol",8,0,"BAM8-2",0,"PLE","dag_dehydration","BA",2.478218461
"1157",3.101e-05,"Indirect",0.8689,"metol",8,0,"BAM8-3",0,"PLE","dag_dehydration","BA",0.477943521
"1158",3.101e-05,"Indirect",1.1094,"metol",8,0,"BAM8-4",0,"PLE","dag_dehydration","BA",2.62816273
"1159",3.101e-05,"Indirect",0.9821,"metol",8,0,"BAM8-5",0,"PLE","dag_dehydration","BA",1.469074059
"1160",3.101e-05,"Indirect",1.0263,"metol",8,0,"BAM10-1",0,"PLE","dag_dehydration","BA",3.784805012
"1161",3.101e-05,"Indirect",0.9157,"metol",8,0,"BAM10-2",0,"PLE","dag_dehydration","BA",0.178266663
"1162",3.101e-05,"Indirect",1.2425,"metol",8,0,"BAM10-3",0,"PLE","dag_dehydration","BA",0.83816974
"1163",3.101e-05,"Indirect",1.3226,"metol",8,0,"BAM10-4",0,"PLE","dag_dehydration","BA",2.909853436
"1164",3.101e-05,"Indirect",1.0177,"metol",8,0,"BAM10-5",0,"PLE","dag_dehydration","BA",3.06875616
"1315",2.91e-06,"Indirect",0.8584,"tdn",8,0,"BAT0-1",0,"PLE","dag_dehydration","BA",0.705452479
"1316",2.91e-06,"Indirect",0.8488,"tdn",8,0,"BAT0-2",0,"PLE","dag_dehydration","BA",0.234413969
"1317",2.91e-06,"Indirect",0.9955,"tdn",8,0,"BAT0-3",0,"PLE","dag_dehydration","BA",0.579612536
"1318",2.91e-06,"Indirect",1.0281,"tdn",8,0,"BAT0-4",0,"PLE","dag_dehydration","BA",0.355740799
"1319",2.91e-06,"Indirect",1.1097,"tdn",8,0,"BAT0-5",0,"PLE","dag_dehydration","BA",0.656741344
"1320",2.91e-06,"Indirect",1.2155,"tdn",8,0,"BAT2-1",0,"PLE","dag_dehydration","BA",0.67893805
"1321",2.91e-06,"Indirect",0.8175,"tdn",8,0,"BAT2-2",0,"PLE","dag_dehydration","BA",1.101694818
"1322",2.91e-06,"Indirect",0.851,"tdn",8,0,"BAT2-3",0,"PLE","dag_dehydration","BA",0.471731541
"1323",2.91e-06,"Indirect",1.0826,"tdn",8,0,"BAT2-4",0,"PLE","dag_dehydration","BA",0.355762936
"1324",2.91e-06,"Indirect",0.8654,"tdn",8,0,"BAT2-5",0,"PLE","dag_dehydration","BA",0.356340814
"1325",2.91e-06,"Indirect",1.0271,"tdn",8,0,"BAT4-1",0,"PLE","dag_dehydration","BA",1.070383806
"1326",2.91e-06,"Indirect",0.8715,"tdn",8,0,"BAT4-2",0,"PLE","dag_dehydration","BA",0.681923819
"1327",2.91e-06,"Indirect",1.2942,"tdn",8,0,"BAT4-3",0,"PLE","dag_dehydration","BA",1.020881176
"1328",2.91e-06,"Indirect",1.1198,"tdn",8,0,"BAT4-4",0,"PLE","dag_dehydration","BA",0.509585728
"1329",2.91e-06,"Indirect",1.1049,"tdn",8,0,"BAT4-5",0,"PLE","dag_dehydration","BA",3.217423384
"1330",2.91e-06,"Indirect",0.7637,"tdn",8,0,"BAT6-1",0,"PLE","dag_dehydration","BA",0.286638101
"1331",2.91e-06,"Indirect",1.0612,"tdn",8,0,"BAT6-2",0,"PLE","dag_dehydration","BA",0.294702812
"1332",2.91e-06,"Indirect",0.8935,"tdn",8,0,"BAT6-3",0,"PLE","dag_dehydration","BA",0.386336954
"1333",2.91e-06,"Indirect",1.2336,"tdn",8,0,"BAT6-4",0,"PLE","dag_dehydration","BA",0.440267136
"1334",2.91e-06,"Indirect",1.2775,"tdn",8,0,"BAT6-5",0,"PLE","dag_dehydration","BA",0.569826956
"1335",2.91e-06,"Indirect",0.8524,"tdn",8,0,"BAT8-1",0,"PLE","dag_dehydration","BA",0.556191253
"1336",2.91e-06,"Indirect",0.9142,"tdn",8,0,"BAT8-2",0,"PLE","dag_dehydration","BA",0.432994464
"1337",2.91e-06,"Indirect",1.1256,"tdn",8,0,"BAT8-3",0,"PLE","dag_dehydration","BA",0.676020901
"1338",2.91e-06,"Indirect",1.0474,"tdn",8,0,"BAT8-4",0,"PLE","dag_dehydration","BA",0.75550304
"1339",2.91e-06,"Indirect",0.8709,"tdn",8,0,"BAT8-5",0,"PLE","dag_dehydration","BA",0.264939632
"1340",2.91e-06,"Indirect",1.0839,"tdn",8,0,"BAT10-1",0,"PLE","dag_dehydration","BA",0.761585411
"1341",2.91e-06,"Indirect",1.007,"tdn",8,0,"BAT10-2",0,"PLE","dag_dehydration","BA",0.227798267
"1342",2.91e-06,"Indirect",1.2054,"tdn",8,0,"BAT10-3",0,"PLE","dag_dehydration","BA",0.722003836
"1343",2.91e-06,"Indirect",0.9862,"tdn",8,0,"BAT10-4",0,"PLE","dag_dehydration","BA",0.693917992
"1344",2.91e-06,"Indirect",0.9313,"tdn",8,0,"BAT10-5",0,"PLE","dag_dehydration","BA",0.514549742
